"State","County","   Days per year with a heat index above 105°F   ",,,,,
"TX","Cameron County",8,65,90,78,134,65
"TX","Camp County",12,58,70,67,105,59
"TX","Carson County",0,2,5,3,29,2
"TX","Cass County",12,58,70,66,105,58
"TX","Castro County",0,0,2,1,17,0
"TX","Chambers County",9,63,80,74,120,64
"TX","Cherokee County",8,51,62,61,103,52
"TX","Childress County",2,27,42,35,77,27
"TX","Clay County",8,43,58,51,92,43
"TX","Cochran County",0,1,2,1,22,0
"TX","Coke County",0,14,28,21,69,14
"TX","Coleman County",0,21,37,29,80,21
"TX","Collin County",9,48,62,58,100,49
"TX","Collingsworth County",1,18,30,25,65,18
"TX","Colorado County",14,64,79,74,122,64
"TX","Comal County",2,32,49,41,94,32
"TX","Comanche County",2,28,44,36,86,29
"TX","Concho County",1,22,39,30,82,22
"TX","Cooke County",7,39,53,48,91,39
"TX","Coryell County",3,34,51,44,93,35
"TX","Cottle County",2,28,44,37,79,29
"TX","Crane County",0,10,24,17,65,10
"TX","Crockett County",0,8,22,14,64,8
"TX","Crosby County",0,4,10,7,41,4
"TX","Culberson County",0,2,4,3,26,2
"TX","Dallam County",0,0,1,0,13,0
"TX","Dallas County",9,49,63,59,101,50
"TX","Dawson County",0,4,10,7,44,4
"TX","Deaf Smith County",0,0,1,1,15,0
"TX","Delta County",10,50,62,59,100,50
"TX","Denton County",8,46,61,55,98,46
"TX","DeWitt County",11,59,76,69,119,59
"TX","Dickens County",0,11,23,17,60,12
"TX","Dimmit County",19,77,90,84,127,77
"TX","Donley County",0,8,17,13,48,8
"TX","Duval County",17,71,88,81,127,71
"TX","Eastland County",1,27,43,35,84,27
"TX","Ector County",0,4,13,8,50,4
"TX","Edwards County",0,9,22,14,66,9
"TX","El Paso County",0,5,4,8,30,5
"TX","Ellis County",9,49,63,59,102,50
"TX","Erath County",2,29,44,37,85,29
"TX","Falls County",7,47,62,57,105,47
"TX","Fannin County",10,47,60,57,97,48
"TX","Fayette County",10,54,70,64,112,55
"TX","Fisher County",1,21,37,29,77,21
"TX","Floyd County",0,3,7,5,35,3
"TX","Foard County",6,40,55,48,88,40
"TX","Fort Bend County",12,61,78,72,121,61
"TX","Franklin County",10,51,63,60,100,52
"TX","Freestone County",10,55,67,65,108,56
"TX","Frio County",12,64,81,74,121,65
"TX","Gaines County",0,2,7,5,37,2
"TX","Galveston County",5,52,72,63,114,52
"TX","Garza County",0,8,18,13,54,8
"TX","Gillespie County",0,12,25,18,69,12
"TX","Glasscock County",0,5,14,9,52,5
"TX","Goliad County",12,62,81,74,125,63
"TX","Gonzales County",7,49,66,59,109,49
"TX","Gray County",0,3,9,6,36,3
"TX","Grayson County",7,40,53,49,91,40
"TX","Gregg County",10,55,67,64,105,56
"TX","Grimes County",12,59,72,69,113,59
"TX","Guadalupe County",6,46,63,56,106,46
"TX","Hale County",0,1,4,3,27,1
"TX","Hall County",1,20,34,28,69,20
"TX","Hamilton County",2,28,44,37,86,29
"TX","Hansford County",0,4,11,7,39,4
"TX","Hardeman County",5,36,52,44,85,36
"TX","Hardin County",14,67,81,77,119,67
"TX","Harris County",10,59,75,70,118,60
"TX","Harrison County",10,54,67,63,104,55
"TX","Hartley County",0,0,1,1,16,0
"TX","Haskell County",4,36,53,44,89,36
"TX","Hays County",3,36,54,46,97,36
"TX","Hemphill County",0,8,17,13,48,8
"TX","Henderson County",9,54,66,63,105,54
"TX","Hidalgo County",20,82,100,93,138,82
"TX","Hill County",7,46,61,56,101,47
"TX","Hockley County",0,1,4,3,27,1
"TX","Hood County",5,40,56,49,95,40
"TX","Hopkins County",9,49,61,58,100,50
"TX","Houston County",10,56,69,66,108,57
"TX","Howard County",0,7,17,11,56,6
"TX","Hudspeth County",0,3,3,4,21,3
"TX","Hunt County",9,51,64,61,102,52
"TX","Hutchinson County",0,3,9,6,36,3
"TX","Irion County",0,9,22,15,63,9
"TX","Jack County",7,42,58,51,94,43
"TX","Jackson County",10,58,78,70,122,59
"TX","Jasper County",13,63,77,73,115,64
"TX","Jeff Davis County",0,0,1,0,9,0
"TX","Jefferson County",8,57,74,68,116,58
"TX","Jim Hogg County",17,75,91,85,130,75
"TX","Jim Wells County",16,70,89,81,129,71
"TX","Johnson County",8,47,63,57,101,48
"TX","Jones County",2,28,45,37,85,29
"TX","Karnes County",10,57,75,67,116,57
"TX","Kaufman County",9,52,64,61,103,52
"TX","Kendall County",0,16,30,23,75,16
"TX","Kenedy County",11,64,88,77,132,64
"TX","Kent County",0,16,30,23,68,16
"TX","Kerr County",0,7,17,11,59,7
"TX","Kimble County",0,10,24,16,68,10
"TX","King County",2,28,44,36,81,29
"TX","Kinney County",2,37,55,46,98,37
"TX","Kleberg County",10,65,87,78,129,66
"TX","Knox County",5,39,56,47,90,40
"TX","La Salle County",20,76,90,84,128,76
"TX","Lamar County",11,50,63,59,98,51
"TX","Lamb County",0,1,2,1,21,0
"TX","Lampasas County",1,25,41,33,85,25
"TX","Lavaca County",11,58,75,68,118,58
"TX","Lee County",7,48,64,58,107,49
"TX","Leon County",10,57,69,67,109,57
"TX","Liberty County",14,69,83,79,121,70
"TX","Limestone County",8,50,63,60,105,51
"TX","Lipscomb County",0,8,17,12,46,8
"TX","Live Oak County",18,72,89,81,127,72
"TX","Llano County",2,32,50,42,93,33
"TX","Loving County",0,9,21,15,60,9
"TX","Lubbock County",0,2,6,4,34,2
"TX","Lynn County",0,2,6,4,36,2
"TX","Madison County",12,62,74,71,114,62
"TX","Marion County",11,56,69,65,105,57
"TX","Martin County",0,5,13,9,50,5
"TX","Mason County",0,17,33,24,77,17
"TX","Matagorda County",11,62,81,73,124,62
"TX","Maverick County",11,67,81,75,119,67
"TX","McCulloch County",0,21,38,29,81,21
"TX","McLennan County",6,46,61,56,102,46
"TX","McMullen County",22,78,93,86,129,78
"TX","Medina County",3,37,54,46,100,37
"TX","Menard County",0,13,27,19,70,12
"TX","Midland County",0,5,15,9,53,5
"TX","Milam County",8,51,66,61,108,51
"TX","Mills County",0,21,37,29,82,21
"TX","Mitchell County",0,12,25,18,66,12
"TX","Montague County",7,39,55,48,91,40
"TX","Montgomery County",12,62,76,72,116,62
"TX","Moore County",0,1,5,3,27,1
"TX","Morris County",12,59,71,67,106,60
"TX","Motley County",0,14,26,20,62,14
"TX","Nacogdoches County",11,56,68,66,106,57
"TX","Navarro County",8,50,63,60,103,51
"TX","Newton County",11,58,73,68,112,59
"TX","Nolan County",0,9,22,15,62,10
"TX","Nueces County",8,57,80,70,125,58
"TX","Ochiltree County",0,5,11,8,39,5
"TX","Oldham County",0,0,2,1,20,0
"TX","Orange County",8,52,69,63,111,53
"TX","Palo Pinto County",6,41,58,50,95,41
"TX","Panola County",10,55,67,64,105,56
"TX","Parker County",6,41,57,50,94,41
"TX","Parmer County",0,0,1,1,16,0
"TX","Pecos County",0,5,14,9,48,5
"TX","Polk County",12,61,74,71,112,62
"TX","Potter County",0,1,4,3,26,1
"TX","Presidio County",0,3,6,5,23,3
"TX","Rains County",8,50,63,60,101,51
"TX","Randall County",0,1,3,2,22,1
"TX","Reagan County",0,6,17,11,57,6
"TX","Real County",0,6,16,10,57,6
"TX","Red River County",10,50,63,59,99,51
"TX","Reeves County",0,10,23,16,61,10
"TX","Refugio County",8,59,81,71,124,59
"TX","Roberts County",0,5,12,8,40,5
"TX","Robertson County",9,53,67,63,109,54
"TX","Rockwall County",8,50,63,59,101,50
"TX","Runnels County",0,18,35,26,77,19
"TX","Rusk County",9,51,63,61,102,52
"TX","Sabine County",11,55,68,64,106,56
"TX","San Augustine County",12,58,70,67,108,58
"TX","San Jacinto County",12,59,73,69,112,60
"TX","San Patricio County",7,55,77,68,122,55
"TX","San Saba County",1,24,41,33,85,25
"TX","Schleicher County",0,7,18,11,59,7
"TX","Scurry County",0,11,23,17,63,11
"TX","Shackelford County",3,31,48,40,87,32
"TX","Shelby County",12,58,70,67,106,58
"TX","Sherman County",0,1,4,2,26,1
"TX","Smith County",8,51,63,60,102,51
"TX","Somervell County",6,43,59,53,98,44
"TX","Starr County",23,84,99,93,137,84
"TX","Stephens County",4,36,52,44,91,36
"TX","Sterling County",0,8,20,13,60,8
"TX","Stonewall County",2,28,44,36,81,28
"TX","Sutton County",0,9,23,15,66,9
"TX","Swisher County",0,1,3,2,24,1
"TX","Tarrant County",7,45,60,55,98,46
"TX","Taylor County",0,14,28,20,70,14
"TX","Terrell County",0,9,22,15,63,9
"TX","Terry County",0,1,5,3,31,1
"TX","Throckmorton County",5,39,56,47,91,39
"TX","Titus County",12,57,69,65,105,57
"TX","Tom Green County",0,12,26,18,68,12
"TX","Travis County",5,42,59,52,102,42
"TX","Trinity County",12,60,72,70,111,61
"TX","Tyler County",13,62,75,72,114,63
"TX","Upshur County",11,58,69,66,106,58
"TX","Upton County",0,6,17,11,56,6
"TX","Uvalde County",3,35,52,44,96,35
"TX","Val Verde County",1,25,43,34,87,26
"TX","Van Zandt County",8,52,64,61,102,52
"TX","Victoria County",12,63,83,75,125,64
"TX","Walker County",10,56,70,66,110,57
"TX","Waller County",13,62,77,72,118,62
"TX","Ward County",0,13,29,21,69,13
"TX","Washington County",12,59,73,69,114,59
"TX","Webb County",15,72,86,81,124,73
"TX","Wharton County",11,59,77,71,122,59
"TX","Wheeler County",0,9,19,14,51,9
"TX","Wichita County",8,43,58,51,91,43
"TX","Wilbarger County",7,41,56,49,89,41
"TX","Willacy County",11,63,87,76,131,63
"TX","Williamson County",4,38,55,48,98,38
"TX","Wilson County",9,54,71,63,113,54
"TX","Winkler County",0,7,17,12,56,6
"TX","Wise County",8,44,59,53,96,44
"TX","Wood County",10,54,66,63,103,54
"TX","Yoakum County",0,1,3,2,25,1
"TX","Young County",7,43,60,52,95,44
"TX","Zapata County",20,81,95,90,132,81
"TX","Zavala County",11,65,80,73,120,65
"UT","Beaver County",0,0,0,0,1,0
"UT","Box Elder County",0,0,0,0,4,0
"UT","Cache County",0,0,0,0,2,0
"UT","Carbon County",0,0,0,0,0,0
"UT","Daggett County",0,0,0,0,0,0
"UT","Davis County",0,0,1,1,7,1
"UT","Duchesne County",0,0,0,0,0,0
"UT","Emery County",0,0,0,0,4,0
"UT","Garfield County",0,0,0,0,2,0
"UT","Grand County",0,0,1,1,6,0
"UT","Iron County",0,0,0,0,1,0
"UT","Juab County",0,0,0,0,4,0
"UT","Kane County",0,0,1,1,5,0
"UT","Millard County",0,0,0,0,4,0
"UT","Morgan County",0,0,0,0,0,0
"UT","Piute County",0,0,0,0,0,0
"UT","Rich County",0,0,0,0,0,0
"UT","Salt Lake County",0,0,1,0,4,0
"UT","San Juan County",0,0,1,1,7,0
"UT","Sanpete County",0,0,0,0,1,0
"UT","Sevier County",0,0,0,0,0,0
"UT","Summit County",0,0,0,0,0,0
"UT","Tooele County",0,0,1,1,6,0
"UT","Uintah County",0,0,0,0,2,0
"UT","Utah County",0,0,0,0,2,0
"UT","Wasatch County",0,0,0,0,0,0
"UT","Washington County",0,1,3,2,10,1
"UT","Wayne County",0,0,1,1,6,0
"UT","Weber County",0,0,0,0,3,0
"VA","Accomack County",1,9,17,13,45,9
"VA","Albemarle County",1,10,18,15,43,10
"VA","Alexandria city",2,14,23,19,48,14
"VA","Alleghany County",0,2,5,4,23,2
"VA","Amelia County",2,16,26,22,55,16
"VA","Amherst County",1,9,15,13,39,9
"VA","Appomattox County",1,11,19,16,47,11
"VA","Arlington County",2,15,24,20,49,15
"VA","Augusta County",0,4,8,6,27,4
"VA","Bath County",0,1,3,2,16,1
"VA","Bedford city",1,8,15,12,41,8
"VA","Bedford County",1,7,14,11,38,7
"VA","Bland County",0,0,1,0,9,0
"VA","Botetourt County",0,5,10,8,33,5
"VA","Bristol city",0,1,4,2,22,1
"VA","Brunswick County",3,18,28,24,57,18
"VA","Buchanan County",0,2,5,4,24,2
"VA","Buckingham County",2,14,24,20,52,14
"VA","Buena Vista city",1,12,20,17,48,12
"VA","Campbell County",1,10,17,14,44,10
"VA","Caroline County",2,15,25,21,52,15
"VA","Carroll County",0,0,1,1,12,0
"VA","Charles City County",4,22,33,28,63,22
"VA","Charlotte County",2,13,22,19,51,13
"VA","Charlottesville city",1,12,21,17,48,12
"VA","Chesapeake city",5,21,30,27,59,21
"VA","Chesterfield County",3,18,29,24,57,18
"VA","Clarke County",0,9,17,13,41,9
"VA","Colonial Heights city",6,29,41,36,72,29
"VA","Covington city",0,5,10,8,33,5
"VA","Craig County",0,1,4,3,18,1
"VA","Culpeper County",2,18,28,24,56,18
"VA","Cumberland County",2,16,26,21,55,16
"VA","Danville city",1,15,25,21,55,15
"VA","Dickenson County",0,1,4,2,20,1
"VA","Dinwiddie County",4,21,32,27,61,21
"VA","Emporia city",6,25,36,32,67,26
"VA","Essex County",3,19,29,25,58,19
"VA","Fairfax city",1,11,19,15,43,11
"VA","Fairfax County",1,12,20,16,45,12
"VA","Falls Church city",1,14,23,19,49,14
"VA","Fauquier County",1,12,20,17,46,12
"VA","Floyd County",0,0,1,1,12,0
"VA","Fluvanna County",2,15,25,20,53,15
"VA","Franklin city",6,27,38,33,68,27
"VA","Franklin County",0,6,12,10,37,6
"VA","Frederick County",0,6,12,9,33,6
"VA","Fredericksburg city",2,19,29,24,56,19
"VA","Galax city",0,0,1,0,11,0
"VA","Giles County",0,0,2,1,13,0
"VA","Gloucester County",3,20,30,26,60,20
"VA","Goochland County",2,16,26,22,55,16
"VA","Grayson County",0,0,0,0,7,0
"VA","Greene County",1,7,13,10,32,7
"VA","Greensville County",5,24,35,30,65,24
"VA","Halifax County",2,14,23,19,53,14
"VA","Hampton city",3,15,22,20,51,15
"VA","Hanover County",2,15,25,21,53,15
"VA","Harrisonburg city",0,6,13,10,37,6
"VA","Henrico County",2,15,25,21,53,15
"VA","Henry County",1,9,17,14,46,9
"VA","Highland County",0,0,1,0,7,0
"VA","Hopewell city",6,30,43,37,74,31
"VA","Isle of Wight County",4,21,30,26,60,21
"VA","James City County",4,23,34,29,64,23
"VA","King and Queen County",4,22,32,27,61,22
"VA","King George County",2,18,28,23,55,18
"VA","King William County",3,20,30,25,59,20
"VA","Lancaster County",1,15,26,21,56,15
"VA","Lee County",0,2,7,4,28,2
"VA","Lexington city",1,10,17,15,44,10
"VA","Loudoun County",1,12,20,16,46,12
"VA","Louisa County",2,18,29,24,57,18
"VA","Lunenburg County",2,14,24,20,52,15
"VA","Lynchburg city",1,10,18,15,45,10
"VA","Madison County",1,11,18,15,41,11
"VA","Manassas city",1,14,24,19,50,14
"VA","Manassas Park city",1,13,22,18,48,13
"VA","Martinsville city",1,9,16,14,45,9
"VA","Mathews County",1,14,23,19,53,14
"VA","Mecklenburg County",2,17,27,23,56,17
"VA","Middlesex County",3,20,30,26,60,20
"VA","Montgomery County",0,1,4,3,20,1
"VA","Nelson County",1,9,16,13,40,9
"VA","New Kent County",4,23,34,29,64,23
"VA","Newport News city",3,18,27,23,56,18
"VA","Norfolk city",3,15,23,20,50,15
"VA","Northampton County",0,9,19,14,49,9
"VA","Northumberland County",1,13,23,18,52,12
"VA","Norton city",0,0,2,0,11,0
"VA","Nottoway County",2,15,24,20,52,15
"VA","Orange County",2,17,27,23,55,17
"VA","Page County",0,5,10,8,30,5
"VA","Patrick County",0,4,9,7,31,5
"VA","Petersburg city",5,26,37,32,68,26
"VA","Pittsylvania County",1,10,18,15,47,10
"VA","Poquoson city",2,13,20,18,49,13
"VA","Portsmouth city",4,18,26,23,54,18
"VA","Powhatan County",2,16,26,21,54,16
"VA","Prince Edward County",2,15,25,20,53,15
"VA","Prince George County",5,26,37,32,68,26
"VA","Prince William County",1,13,22,17,47,13
"VA","Pulaski County",0,0,2,1,16,0
"VA","Radford city",0,2,4,3,22,1
"VA","Rappahannock County",1,9,16,13,39,9
"VA","Richmond city",2,15,25,20,52,15
"VA","Richmond County",2,17,28,23,56,17
"VA","Roanoke city",0,7,14,11,39,7
"VA","Roanoke County",0,4,8,6,29,4
"VA","Rockbridge County",0,5,10,8,31,5
"VA","Rockingham County",0,4,8,6,26,4
"VA","Russell County",0,0,2,1,15,0
"VA","Salem city",0,6,12,9,36,6
"VA","Scott County",0,1,5,3,24,2
"VA","Shenandoah County",0,4,9,7,29,4
"VA","Smyth County",0,0,1,0,10,0
"VA","Southampton County",6,26,37,32,67,26
"VA","Spotsylvania County",2,16,27,22,54,16
"VA","Stafford County",2,14,24,19,50,14
"VA","Staunton city",0,7,14,11,38,7
"VA","Suffolk city",5,22,32,28,62,22
"VA","Surry County",4,21,32,27,61,21
"VA","Sussex County",5,25,36,31,65,25
"VA","Tazewell County",0,0,1,0,9,0
"VA","Virginia Beach city",2,13,21,18,49,13
"VA","Warren County",1,10,17,13,41,9
"VA","Washington County",0,1,3,2,18,1
"VA","Waynesboro city",0,7,14,11,40,7
"VA","Westmoreland County",2,17,27,22,55,17
"VA","Williamsburg city",4,22,32,28,62,22
"VA","Winchester city",0,8,14,12,38,8
"VA","Wise County",0,0,2,1,14,0
"VA","Wythe County",0,0,1,0,12,0
"VA","York County",3,19,28,24,58,19
"VT","Addison County",0,1,3,2,12,1
"VT","Bennington County",0,0,1,0,6,0
"VT","Caledonia County",0,0,0,0,6,0
"VT","Chittenden County",0,0,2,1,11,0
"VT","Essex County",0,0,0,0,5,0
"VT","Franklin County",0,0,2,1,10,0
"VT","Grand Isle County",0,1,3,2,14,1
"VT","Lamoille County",0,0,1,0,6,0
"VT","Orange County",0,0,1,0,7,0
"VT","Orleans County",0,0,0,0,5,0
"VT","Rutland County",0,0,1,1,8,0
"VT","Washington County",0,0,1,0,6,0
"VT","Windham County",0,0,1,0,7,0
"VT","Windsor County",0,0,1,0,8,0
"WA","Adams County",0,0,2,1,12,0
"WA","Asotin County",0,0,1,1,6,0
"WA","Benton County",0,2,4,3,15,2
"WA","Chelan County",0,0,0,0,2,0
"WA","Clallam County",0,0,0,0,0,0
"WA","Clark County",0,0,1,0,5,0
"WA","Columbia County",0,0,1,1,7,0
"WA","Cowlitz County",0,0,0,0,2,0
"WA","Douglas County",0,0,1,0,6,0
"WA","Ferry County",0,0,0,0,2,0
"WA","Franklin County",0,1,4,3,16,1
"WA","Garfield County",0,0,1,1,7,0
"WA","Grant County",0,1,2,1,11,0
"WA","Grays Harbor County",0,0,0,0,1,0
"WA","Island County",0,0,0,0,0,0
"WA","Jefferson County",0,0,0,0,0,0
"WA","King County",0,0,0,0,1,0
"WA","Kitsap County",0,0,0,0,2,0
"WA","Kittitas County",0,0,0,0,2,0
"WA","Klickitat County",0,0,1,0,5,0
"WA","Lewis County",0,0,0,0,2,0
"WA","Lincoln County",0,0,1,0,7,0
"WA","Mason County",0,0,0,0,2,0
"WA","Okanogan County",0,0,0,0,2,0
"WA","Pacific County",0,0,0,0,1,0
"WA","Pend Oreille County",0,0,0,0,2,0
"WA","Pierce County",0,0,0,0,1,0
"WA","San Juan County",0,0,0,0,0,0
"WA","Skagit County",0,0,0,0,1,0
"WA","Skamania County",0,0,0,0,1,0
"WA","Snohomish County",0,0,0,0,1,0
"WA","Spokane County",0,0,1,0,7,0
"WA","Stevens County",0,0,0,0,4,0
"WA","Thurston County",0,0,0,0,3,0
"WA","Wahkiakum County",0,0,0,0,2,0
"WA","Walla Walla County",0,2,4,3,16,2
"WA","Whatcom County",0,0,0,0,1,0
"WA","Whitman County",0,0,1,1,9,0
"WA","Yakima County",0,0,1,1,5,0
"WI","Adams County",1,5,9,8,26,5
"WI","Ashland County",0,1,3,2,12,1
"WI","Barron County",0,3,6,6,21,3
"WI","Bayfield County",0,1,4,3,15,1
"WI","Brown County",0,3,6,5,18,3
"WI","Buffalo County",1,6,10,10,29,6
"WI","Burnett County",0,3,5,5,19,3
"WI","Calumet County",1,4,8,7,22,4
"WI","Chippewa County",0,3,6,6,21,3
"WI","Clark County",0,3,6,5,20,3
"WI","Columbia County",1,6,11,10,29,6
"WI","Crawford County",1,7,12,11,32,7
"WI","Dane County",1,6,11,10,29,6
"WI","Dodge County",1,6,10,9,27,6
"WI","Door County",0,0,1,1,8,0
"WI","Douglas County",0,2,4,3,15,1
"WI","Dunn County",0,5,9,8,26,5
"WI","Eau Claire County",0,4,8,7,24,4
"WI","Florence County",0,0,2,1,10,0
"WI","Fond du Lac County",1,5,8,7,23,5
"WI","Forest County",0,0,2,1,10,0
"WI","Grant County",1,8,13,12,33,8
"WI","Green County",1,8,12,12,32,8
"WI","Green Lake County",1,6,10,9,27,6
"WI","Iowa County",1,6,10,10,30,6
"WI","Iron County",0,0,2,1,10,0
"WI","Jackson County",1,5,8,8,26,5
"WI","Jefferson County",2,8,13,12,33,8
"WI","Juneau County",1,5,9,8,27,5
"WI","Kenosha County",1,6,11,9,27,6
"WI","Kewaunee County",0,1,3,2,12,1
"WI","La Crosse County",1,7,11,11,31,7
"WI","Lafayette County",1,8,12,11,32,8
"WI","Langlade County",0,1,2,2,11,0
"WI","Lincoln County",0,1,3,2,13,1
"WI","Manitowoc County",0,3,5,4,17,2
"WI","Marathon County",0,2,4,4,16,2
"WI","Marinette County",0,1,3,2,12,1
"WI","Marquette County",1,5,10,9,27,5
"WI","Menominee County",0,2,4,4,16,2
"WI","Milwaukee County",1,5,9,8,24,5
"WI","Monroe County",0,5,8,8,26,5
"WI","Oconto County",0,2,4,3,15,2
"WI","Oneida County",0,0,2,1,11,0
"WI","Outagamie County",0,4,7,6,21,4
"WI","Ozaukee County",1,4,7,6,21,4
"WI","Pepin County",1,7,11,11,30,7
"WI","Pierce County",1,6,10,9,28,6
"WI","Polk County",0,4,7,6,22,4
"WI","Portage County",0,3,5,5,19,2
"WI","Price County",0,1,2,2,12,1
"WI","Racine County",1,6,10,9,27,6
"WI","Richland County",1,6,11,10,30,6
"WI","Rock County",2,9,14,12,33,8
"WI","Rusk County",0,2,4,4,17,2
"WI","Sauk County",1,6,10,9,30,6
"WI","Sawyer County",0,1,3,3,15,1
"WI","Shawano County",0,3,5,5,18,3
"WI","Sheboygan County",1,4,7,7,22,4
"WI","St. Croix County",0,5,9,8,26,5
"WI","Taylor County",0,1,3,3,15,1
"WI","Trempealeau County",1,6,10,10,28,6
"WI","Vernon County",1,5,9,9,28,5
"WI","Vilas County",0,1,2,1,11,0
"WI","Walworth County",2,9,15,13,34,9
"WI","Washburn County",0,2,5,4,19,2
"WI","Washington County",1,5,8,8,24,5
"WI","Waukesha County",1,7,11,10,29,7
"WI","Waupaca County",0,4,7,6,21,4
"WI","Waushara County",1,4,8,7,23,4
"WI","Winnebago County",1,4,7,7,22,4
"WI","Wood County",0,3,6,6,21,3
"WV","Barbour County",0,2,5,4,22,2
"WV","Berkeley County",0,8,15,12,38,8
"WV","Boone County",0,5,10,8,33,5
"WV","Braxton County",0,5,11,9,35,6
"WV","Brooke County",0,3,7,5,25,3
"WV","Cabell County",0,9,17,14,44,10
"WV","Calhoun County",0,7,13,11,38,7
"WV","Clay County",0,5,10,8,34,5
"WV","Doddridge County",0,4,8,7,29,4
"WV","Fayette County",0,1,4,3,20,1
"WV","Gilmer County",0,6,12,9,36,6
"WV","Grant County",0,2,5,3,18,2
"WV","Greenbrier County",0,1,3,2,15,1
"WV","Hampshire County",0,3,8,6,26,3
"WV","Hancock County",0,3,7,6,26,3
"WV","Hardy County",0,2,5,3,19,2
"WV","Harrison County",0,4,9,7,30,4
"WV","Jackson County",1,8,15,13,41,8
"WV","Jefferson County",1,10,17,14,42,9
"WV","Kanawha County",0,6,13,10,38,6
"WV","Lewis County",0,5,10,9,34,5
"WV","Lincoln County",0,8,16,12,42,8
"WV","Logan County",0,5,11,8,34,5
"WV","Marion County",0,3,8,6,29,3
"WV","Marshall County",0,2,6,5,24,2
"WV","Mason County",1,8,15,13,41,9
"WV","McDowell County",0,1,4,3,21,1
"WV","Mercer County",0,0,1,0,11,0
"WV","Mineral County",0,5,10,8,30,5
"WV","Mingo County",0,5,11,8,35,5
"WV","Monongalia County",0,3,7,5,25,3
"WV","Monroe County",0,1,3,2,19,1
"WV","Morgan County",0,5,11,8,32,5
"WV","Nicholas County",0,1,4,2,19,1
"WV","Ohio County",0,2,5,4,22,2
"WV","Pendleton County",0,1,2,1,11,0
"WV","Pleasants County",0,5,11,8,33,5
"WV","Pocahontas County",0,0,0,0,5,0
"WV","Preston County",0,0,2,1,12,0
"WV","Putnam County",0,8,15,12,42,8
"WV","Raleigh County",0,0,2,1,14,0
"WV","Randolph County",0,0,1,0,6,0
"WV","Ritchie County",0,5,11,9,33,5
"WV","Roane County",0,7,14,11,39,7
"WV","Summers County",0,0,2,1,15,0
"WV","Taylor County",0,3,7,5,26,3
"WV","Tucker County",0,0,1,1,7,0
"WV","Tyler County",0,4,9,7,30,4
"WV","Upshur County",0,2,4,3,21,2
"WV","Wayne County",0,8,15,12,42,8
"WV","Webster County",0,1,2,1,13,0
"WV","Wetzel County",0,3,8,6,28,3
"WV","Wirt County",0,8,14,12,39,8
"WV","Wood County",0,7,13,11,37,7
"WV","Wyoming County",0,1,4,2,20,1
"WY","Albany County",0,0,0,0,0,0
"WY","Big Horn County",0,0,0,0,2,0
"WY","Campbell County",0,0,0,0,4,0
"WY","Carbon County",0,0,0,0,0,0
"WY","Converse County",0,0,0,0,2,0
"WY","Crook County",0,0,0,0,5,0
"WY","Fremont County",0,0,0,0,1,0
"WY","Goshen County",0,0,0,0,3,0
"WY","Hot Springs County",0,0,0,0,1,0
"WY","Johnson County",0,0,0,0,3,0
"WY","Laramie County",0,0,0,0,0,0
"WY","Lincoln County",0,0,0,0,0,0
"WY","Natrona County",0,0,0,0,2,0
"WY","Niobrara County",0,0,0,0,4,0
"WY","Park County",0,0,0,0,0,0
"WY","Platte County",0,0,0,0,2,0
"WY","Sheridan County",0,0,0,0,4,0
"WY","Sublette County",0,0,0,0,0,0
"WY","Sweetwater County",0,0,0,0,0,0
"WY","Teton County",0,0,0,0,0,0
"WY","Uinta County",0,0,0,0,0,0
"WY","Washakie County",0,0,0,0,3,0
"WY","Weston County",0,0,0,0,5,0
